TipLabel,male_seasonal_colour,female_seasonal_colour,mating_system,paternal_care,sexual_dichromatism,log_mass,percent_ground_forage,percent_tree_cover,precipitation_seasonality,temperature_seasonality,migration,research_effort
Atlapetes_leucopterus,0,0,NA,1,10.91950679,1.318063335,50,5.5,0.388526276,0.000677833,0,1
Atlapetes_melanocephalus,0,0,NA,1,15.90448848,1.397940009,70,17.5,0.430904865,0.000750967,0,0
Atlapetes_melanolaemus,0,0,NA,1,24.67448389,1.460897843,70,62,0.355618954,0.001717426,0,1
Atlapetes_melanopsis,0,0,NA,1,17.15520528,1.507451061,70,61.5,0.379156739,0.001362175,0,1
Atlapetes_nationi,0,0,NA,1,17.60054543,1.619093331,0,5,0.530226737,0.001678588,0,0
Atlapetes_pallidiceps,0,0,0,1,30.29123779,NA,40,23,0.203640416,0.000688342,0,1
Atlapetes_pallidinucha,0,0,NA,1,13.11908946,1.539076099,90,24.5,0.213176876,0.000586648,0,0
Atlapetes_personatus,0,0,NA,1,16.00901712,1.514547753,40,75.5,0.336327881,0.000661113,0,0
Atlapetes_pileatus,0,0,0,1,15.35701468,1.380211242,70,34,0.648078978,0.003431434,0,1
Atlapetes_rufigenis,0,0,NA,1,31.3241133,1.507451061,0,12,0.339484811,0.00056507,0,1
Atlapetes_rufinucha,0,0,NA,1,24.18229407,1.333447274,60,62.5,0.329175502,0.002527985,0,1
Atlapetes_schistaceus,0,0,NA,1,32.31673098,1.471850359,70,24,0.279427037,0.000586527,0,1
Atlapetes_seebohmi,0,0,NA,1,18.20626028,1.507451061,50,5,0.398242697,0.001042224,0,0
Atlapetes_semirufus,0,0,NA,1,15.85279195,1.487138375,30,21,0.324883491,0.000717849,0,1
Atlapetes_terborghi,0,0,NA,1,21.93815331,1.481442629,50,8,0.513038069,0.001540222,0,1
Atlapetes_tricolor,0,0,NA,1,25.52000083,1.562292864,60,48.5,0.322170496,0.001160368,0,0
Prinia_socialis,1,1,0,1,11.89220721,0.903089987,40,11,0.72797662,0.006076432,0,2
Calcarius_lapponicus,0,0,2,1,90.56091686,1.4448252,70,5,0.252657905,0.023341589,2,0
Calcarius_mccownii,0,0,1,1,60.86260266,1.409933123,80,5,0.293204769,0.015463518,2,3
Calcarius_ornatus,0,0,0,1,90.71063014,1.307496038,90,5,0.320308372,0.017780565,2,3
Malurus_amabilis,1,0,0,1,170.0787531,0.937016107,0,21,0.779047549,0.002420554,0,0
Camarhynchus_heliobates,0,0,0,1,120.7329208,1.255272505,40,2.5,0.369268656,0.00257831,0,1
Camarhynchus_pallidus,0,0,0,1,23.68218447,1.36361198,50,5,0.377270803,0.00257831,0,0
Camarhynchus_parvulus,0,0,0,1,93.50266949,1.120573931,40,5,0.377270803,0.00257831,0,2
Camarhynchus_pauper,0,0,0,1,98.24894322,1.204119983,60,1,0.610920519,0.001730752,0,1
Camarhynchus_psittacula,0,0,0,1,116.9349768,1.271841607,60,2.5,0.369268656,0.00257831,0,1
Catamenia_analis,0,0,NA,1,69.22590666,1.079181246,80,9,0.415878281,0.003453185,0,1
Catamenia_homochroa,0,0,NA,1,53.12443721,1.086359831,50,53,0.305665463,0.000832055,0,1
Catamenia_inornata,0,0,NA,1,46.17807111,1.127104798,80,14,0.394703731,0.00206162,0,1
Certhidea_olivacea,0,0,NA,1,25.99250636,0.977723605,60,5,0.377270803,0.00257831,0,1
Charitospiza_eucosma,0,0,NA,1,126.4452173,NA,90,31,0.717900634,0.001618409,0,1
Chondestes_grammacus,0,0,0,1,16.16639201,1.462397998,80,5,0.305778787,0.013757117,1,2
Coryphaspiza_melanotis,0,0,NA,1,14.17205508,1.195899652,0,28,0.569313765,0.002497386,0,1
Coryphospingus_cucullatus,0,0,NA,1,73.46822582,1.162961482,0,40,0.416229129,0.004276836,1,1
Coryphospingus_pileatus,0,0,NA,1,40.42964414,1.184691431,0,30,0.644463241,0.001744923,0,1
Diuca_diuca,0,0,NA,1,36.19919216,1.565847819,80,7,0.311316937,0.0085301,1,2
Diuca_speculifera,0,0,NA,1,38.08423927,NA,80,8,0.454150677,0.001997066,0,1
Dolospingus_fringilloides,0,0,NA,1,132.9555968,1.103803721,70,78,0.159442589,0.000652181,0,1
Donacospiza_albifrons,0,0,NA,1,34.06074792,1.200713734,80,33,0.244442634,0.006013289,0,1
Emberiza_affinis,0,0,0,1,23.74698739,1.187520721,0,17,0.866608262,0.002639763,0,0
Emberiza_aureola,0,0,0,1,88.39712957,1.292256071,0,25,0.258342385,0.022444952,2,3
Emberiza_bruniceps,0,0,0,0,110.4438038,1.394451681,0,5,0.266249388,0.018800454,2,3
Emberiza_buchanani,0,0,0,1,22.50211843,1.326335861,100,5,0.307212129,0.019977244,2,1
Emberiza_cabanisi,0,0,0,1,52.04871331,1.396199347,0,41,0.726820886,0.002082077,0,1
Emberiza_caesia,0,0,0,1,53.26205588,1.282118883,100,5,0.612032562,0.011233176,2,2
Emberiza_capensis,0,0,0,1,15.13054042,1.320146286,0,5,0.560995519,0.006185132,0,1
Emberiza_chrysophrys,0,0,0,1,77.14015748,1.255272505,0,47,0.46394226,0.02552549,2,2
Emberiza_cia,0,0,0,1,52.79247019,1.370142847,100,5,0.296028614,0.013472169,1,3
Emberiza_cineracea,0,0,0,1,78.17802604,1.385606274,90,5,0.543261379,0.014901448,2,1
Emberiza_cioides,0,0,0,1,34.65473358,1.3232521,100,10,0.472057164,0.019728709,1,2
Emberiza_cirlus,0,0,0,1,55.98335791,1.408239965,100,11,0.258270636,0.009830822,1,3
Emberiza_citrinella,0,0,0,1,59.60374661,1.472756449,100,28,0.185805902,0.017705552,1,3
Emberiza_elegans,0,0,0,1,50.99934862,1.228595388,0,30,0.496989161,0.016922194,1,2
Emberiza_flaviventris,0,0,0,1,50.23596279,1.261262869,0,18,0.800418079,0.003832872,0,1
Emberiza_fucata,0,0,0,1,61.38332931,1.29666519,0,29,0.517650664,0.014014148,1,2
Emberiza_godlewskii,0,0,NA,1,49.08512673,1.278753601,100,8,0.514751911,0.013005275,1,1
Emberiza_hortulana,0,0,1,1,36.29096933,1.298853076,50,11,0.190909609,0.0158999,2,3
Emberiza_impetuani,0,0,0,1,15.54257171,1.178976947,0,5,0.524585783,0.007351531,1,2
Emberiza_jankowskii,0,0,0,1,63.054605,1.352182518,100,19,0.512090594,0.023488006,0,1
Emberiza_koslowi,0,0,0,1,138.5653641,1.397940009,80,5,0.583547056,0.012655879,0,1
Emberiza_leucocephalos,0,0,0,1,109.8834186,1.45484486,100,32,0.289193034,0.024100014,1,2
Emberiza_melanocephala,0,0,0,0,113.6524497,1.452553063,0,5,0.335591257,0.013525968,2,3
Emberiza_pallasi,0,0,0,1,131.4293971,1.146128036,70,22,0.304487512,0.02610474,2,2
Emberiza_poliopleura,0,0,0,1,44.61568681,1.198657087,0,5,0.520482749,0.001638484,0,0
Emberiza_pusilla,0,0,0,1,17.10312056,1.166142858,0,23,0.245540246,0.026957559,2,3
Emberiza_rustica,0,0,0,1,54.90504482,1.312811826,0,32,0.248424187,0.023164799,2,3
Emberiza_rutila,0,0,0,1,74.15339335,1.243038049,0,41,0.516032815,0.026170025,2,2
Emberiza_schoeniclus,0,0,2,1,118.0856209,1.26599637,90,16,0.21513325,0.020282432,1,3
Emberiza_socotrana,0,0,0,1,65.29922644,1.161368002,0,16,0.610925287,0.001877949,0,1
Emberiza_spodocephala,0,0,0,1,48.67753264,1.268343914,90,31,0.492322654,0.023162881,2,3
Emberiza_stewarti,0,0,0,1,124.2615666,1.204119983,100,5,0.374447435,0.013234246,2,1
Emberiza_striolata,0,0,0,1,52.76165947,1.170261715,100,0,0.435203761,0.008205698,0,2
Emberiza_sulphurata,0,0,NA,1,43.12658676,1.173186268,80,45,0.170392811,0.013451929,2,1
Emberiza_tahapisi,0,0,0,1,100.8040903,1.13266625,0,16,0.801691681,0.002968911,0,1
Emberiza_tristrami,0,0,0,1,68.62466901,1.255272505,0,37,0.482797429,0.025408965,2,1
Emberiza_variabilis,0,0,0,1,97.82909369,1.376576957,80,19,0.182266116,0.014380789,2,2
Emberiza_yessoensis,0,0,0,1,110.0917679,1.130333768,60,32.5,0.436653465,0.024963783,2,1
Emberizoides_duidae,0,0,NA,1,19.09161806,NA,20,80,0.202222571,0.00077101,0,1
Emberizoides_herbicola,0,0,0,1,12.67893355,1.441432752,70,37,0.454902634,0.002069516,0,1
Emberizoides_ypiranganus,0,0,NA,1,23.49077266,1.303196057,20,46,0.208218783,0.005963444,0,1
Embernagra_longicauda,0,0,NA,1,12.31237777,NA,100,45,0.517793655,0.00237918,0,1
Embernagra_platensis,0,0,NA,1,21.77651244,1.658011397,20,28,0.329761267,0.006742767,0,2
Euneornis_campestris,0,0,NA,1,97.7158998,1.204119983,0,29,0.261545584,0.001581122,0,1
Geospiza_conirostris,0,0,0,1,86.08608833,1.440909082,50,0,0.672463596,0.001730752,0,2
Geospiza_difficilis,0,0,0,1,116.8211381,1.089905111,80,2.5,0.38527295,NA,0,2
Geospiza_fortis,0,0,0,1,163.5849374,1.380211242,70,5,0.377270803,0.00257831,0,3
Geospiza_fuliginosa,0,0,0,1,182.7021978,1.161368002,50,5,0.377270803,0.00257831,0,2
Geospiza_magnirostris,0,0,0,1,145.2040181,1.537819095,100,5,0.377270803,0.00257831,0,2
Geospiza_scandens,0,0,0,1,145.7992431,1.356025857,40,5,0.377270803,0.002612743,0,2
Gubernatrix_cristata,0,0,NA,1,40.38389763,1.677606953,60,16,0.311914682,0.007803895,0,1
Haplospiza_rustica,0,0,NA,1,25.55112146,1.193124598,80,46,0.322640479,0.001100926,0,1
Haplospiza_unicolor,0,0,NA,1,49.95021097,1.184691431,80,42,0.246434599,0.00433816,0,1
Idiopsar_brachyurus,0,0,NA,1,17.98724725,1.633468456,90,15,0.416359857,0.002563448,0,1
Incaspiza_laeta,0,0,NA,1,17.58634397,1.342422681,30,21,0.339484811,0.000545854,0,0
Incaspiza_ortizi,0,0,NA,1,33.30567232,1.511883361,30,26,0.209297359,0.000979915,0,0
Incaspiza_personata,0,0,NA,1,20.68553806,1.52179165,70,24,0.320565552,0.000598517,0,0
Incaspiza_pulchra,0,0,NA,1,45.4598351,1.440909082,80,5,0.404394597,0.001021028,0,1
Incaspiza_watkinsi,0,0,NA,1,14.4145753,1.309630167,100,67.5,0.212693803,0.000933051,0,0
Junco_hyemalis,0,0,0,1,27.82041453,1.279395425,60,33,0.252201334,0.018136879,1,3
Junco_phaeonotus,0,0,0,1,16.76761157,1.309630167,80,25,0.572319478,0.003989831,0,2
Junco_vulcani,0,0,NA,1,14.27736969,1.447158031,80,53,0.23568134,0.00065074,0,1
Latoucheornis_siemsseni,0,0,0,1,90.24327034,1.301029996,90,15,0.490890652,0.011142538,2,1
Lophospingus_griseocristatus,0,0,NA,1,18.05519149,1.252853031,80,49,0.523060083,0.003421307,0,0
Lophospingus_pusillus,0,0,NA,1,65.68397357,1.159867847,90,45,0.575106978,0.006351188,0,1
Loxigilla_barbadensis,0,0,0,1,18.49107213,1.194514342,0,0,0.277504355,0.001140325,0,1
Loxigilla_noctis,0,0,NA,1,154.9419382,1.229651131,0,39,0.243501246,0.001319959,0,2
Loxigilla_portoricensis,0,0,NA,1,16.2867263,1.507180977,0,24,0.209882036,0.001654177,0,1
Loxigilla_violacea,0,0,NA,1,67.64683743,1.349601913,0,21.5,0.249243893,0.001926842,0,1
Loxipasser_anoxanthus,0,0,NA,1,114.4180157,1.056904851,80,29,0.261545584,0.001581122,0,1
Melanodera_melanodera,0,0,NA,1,87.79959535,1.457881897,80,5,0.192235693,0.007102125,0,0
Melanodera_xanthogramma,0,0,NA,1,69.40868581,1.545307116,80,13,0.21754159,0.006049685,0,1
Melanospiza_richardsoni,0,0,NA,1,152.2487458,1.320146286,70,68,0.249330148,0.001309708,0,1
Melophus_lathami,0,0,0,1,98.10453212,1.340444115,100,12,0.702544123,0.007788123,1,1
Melopyrrha_nigra,0,0,NA,1,42.16150282,1.17415579,0,14,0.3252967,0.002717142,0,1
Cisticola_aridulus,1,1,2,1,23.34330564,0.966141733,50,6,0.71334514,0.004330996,0,1
Melospiza_lincolnii,0,0,0,1,37.04843175,1.220108088,100,40,0.236267731,0.018767225,2,2
Melospiza_melodia,0,0,2,1,22.69085871,1.406519743,70,32,0.253617465,0.015279459,1,3
Melozone_biarcuata,0,0,NA,1,21.78955902,1.485721426,90,56,0.404112428,0.001797347,0,1
Melozone_kieneri,0,0,0,1,10.32242738,1.587710965,100,37.5,0.739387572,0.00273624,0,1
Melozone_leucotis,0,0,NA,1,22.16086955,1.600972896,70,49.5,0.524467766,0.00124903,0,1
Miliaria_calandra,0,0,3,1,35.53367054,1.68797462,90,5,0.236185305,0.013001592,1,3
Nesospiza_acunhae,0,0,0,1,41.05066519,1.455606113,70,0,0.391910255,0.004496113,0,1
Nesospiza_questi,0,0,NA,1,55.36621167,1.423245874,70,0,0.269180059,0.004496113,0,0
Nesospiza_wilkinsi,0,0,NA,1,57.53274222,1.635986112,90,0,0.391910255,0.004496113,0,1
Oreothraupis_arremonops,0,0,NA,1,12.39362096,NA,50,8,0.244885474,0.000493893,0,1
Oriturus_superciliosus,0,0,0,1,13.82071244,1.617000341,70,27,0.659424543,0.003900245,0,1
Oryzoborus_angolensis,0,0,0,1,89.03657096,1.113943352,60,63,0.393641323,0.001133185,0,2
Oryzoborus_atrirostris,0,0,NA,1,85.48068126,1.414973348,70,79,0.176745951,0.000897386,0,0
Oryzoborus_crassirostris,0,0,0,1,69.71917151,1.320146286,70,74,0.22733894,0.000742526,0,1
Oryzoborus_funereus,0,0,NA,1,70.94627804,1.089905111,60,54.5,0.298003376,0.000943185,0,1
Oryzoborus_maximiliani,0,0,NA,1,73.00401557,1.390935107,70,32,0.643051326,0.001724503,0,1
Oryzoborus_nuttingi,0,0,NA,1,71.87236096,1.380211242,90,69,0.301162824,0.000870431,0,1
Paroaria_baeri,0,0,NA,1,12.75523977,NA,0,39,0.786689341,0.001660374,0,1
Paroaria_capitata,0,0,NA,1,8.895818245,1.348304863,0,44,0.460386366,0.006535064,0,1
Paroaria_coronata,0,0,NA,1,13.76252764,1.578065884,20,37,0.395618945,0.006768043,0,2
Paroaria_dominicana,0,0,NA,1,9.413433962,1.521138084,20,24,0.657285333,0.001826278,0,1
Paroaria_gularis,0,0,NA,1,6.297030117,1.372912003,30,77,0.36811316,0.000872898,0,1
Passerculus_sandwichensis,0,0,2,1,26.40130123,1.315296352,80,20,0.26115799,0.018426076,1,3
Passerella_iliaca,0,0,0,1,27.81211573,1.525821952,90,23,0.260429353,0.019518074,2,2
Passerina_amoena,0,0,1,1,96.30853565,1.190331698,50,5,0.297823668,0.013934816,2,3
Passerina_caerulea,0,0,0,1,141.208816,1.437750563,100,10,0.356166691,0.011680644,1,2
Passerina_ciris,0,0,3,1,85.38375636,1.191730393,50,10,0.265503615,0.011327068,2,3
Malurus_cyaneus,1,0,0,1,165.431325,1.015640531,50,26,0.277000293,0.007213623,0,3
Passerina_leclancherii,0,0,NA,1,69.28792669,1.146128036,40,35,0.78185904,0.002058814,0,1
Passerina_rositae,0,0,NA,1,92.08327048,1.301029996,0,56.5,0.43760094,0.00274754,0,1
Malurus_elegans,1,0,0,1,158.9361633,0.982271233,50,7.5,0.437613592,0.006081905,0,1
Pezopetes_capitalis,0,0,0,1,10.47753223,1.746634199,40,54,0.334885061,0.000680902,0,1
Phrygilus_alaudinus,0,0,NA,1,71.10203779,1.405004665,90,9,0.503764361,0.002782181,1,1
Phrygilus_atriceps,0,0,NA,1,47.97956037,1.385606274,100,5,0.526553303,0.004483998,0,1
Phrygilus_carbonarius,0,0,NA,1,186.0547918,1.252853031,0,6,0.300265238,0.009317393,1,1
Phrygilus_dorsalis,0,0,NA,1,19.44699127,1.581494542,0,5,0.579556733,0.005335205,0,0
Phrygilus_erythronotus,0,0,NA,1,20.23102982,1.607455023,20,5,0.574303329,0.003902116,0,0
Phrygilus_fruticeti,0,0,NA,1,96.60990147,1.588831726,0,5,0.35364002,0.007052771,1,1
Phrygilus_gayi,0,0,NA,1,48.88261152,1.408239965,100,5,0.295973778,0.007731222,1,1
Phrygilus_patagonicus,0,0,NA,1,25.69744275,1.354108439,0,23,0.215231955,0.005968058,1,1
Phrygilus_plebejus,0,0,NA,1,42.04490611,1.168856792,50,5,0.497463524,0.00298586,0,1
Phrygilus_punensis,0,0,NA,1,39.81548843,1.57054294,100,14,0.416505709,0.001579563,0,0
Phrygilus_unicolor,0,0,NA,1,32.88956906,1.340444115,0,7,0.408570617,0.003800566,0,1
Piezorhina_cinerea,0,0,NA,1,12.47307243,1.50731604,80,5,0.45183152,0.00171308,0,1
Pinaroloxias_inornata,0,0,0,1,161.2294651,1.117271296,20,80,0.346177146,0.001009288,0,1
Pipilo_aberti,0,0,0,1,14.4369175,1.662285516,70,5,0.443226203,0.011764832,0,0
Pipilo_albicollis,0,0,NA,1,14.76123222,1.666517981,30,38,0.680524528,0.002053602,0,0
Pipilo_chlorurus,0,0,0,1,19.16295096,1.46834733,70,5,0.287180007,0.013853373,1,2
Pipilo_crissalis,0,0,0,1,9.695779491,1.723044992,50,12,0.604218215,0.008201205,0,0
Pipilo_erythrophthalmus,0,0,0,1,52.45008667,1.60260252,80,45,0.168334171,0.014052603,1,3
Pipilo_fuscus,0,0,0,1,25.08853067,1.64738297,50,6,0.450577348,0.009358205,0,0
Pipilo_maculatus,0,0,0,1,40.40939146,1.59439255,70,5,0.315112576,0.013551662,1,2
Pipilo_ocai,0,0,NA,1,11.49590107,1.785685668,60,28,0.737311304,0.002791805,0,1
Platyspiza_crassirostris,0,0,NA,1,110.8428399,1.550228353,30,2.5,0.369268656,0.00257831,0,1
Plectrophenax_hyperboreus,0,0,0,1,62.55346028,1.736396502,90,3,0.232551783,0.013198528,2,1
Malurus_lamberti,1,0,0,1,202.0209248,0.909940947,0,5,0.464171082,0.008491034,0,2
Pooecetes_gramineus,0,0,1,1,11.74621496,1.409933123,80,19,0.263420016,0.015349125,1,3
Poospiza_alticola,0,0,NA,1,14.45039123,NA,40,26,0.319154829,0.000620319,0,0
Poospiza_boliviana,0,0,NA,1,18.16863806,NA,90,53,0.395908743,0.00298586,0,1
Poospiza_cabanisi,0,0,NA,1,10.52273166,1.290034611,100,33,0.186366372,0.006362517,0,1
Poospiza_caesar,0,0,NA,1,19.22763506,NA,50,37.5,0.495257556,0.001776735,0,0
Poospiza_cinerea,0,0,NA,1,27.43140334,1.064457989,20,27,0.621639013,0.001989885,0,1
Poospiza_erythrophrys,0,0,NA,1,9.277124632,1.149219113,90,55,0.622083187,0.005668096,0,0
Poospiza_hispaniolensis,0,0,NA,1,57.6126047,1.217483944,60,5,0.450924546,0.001276581,0,1
Poospiza_hypochondria,0,0,NA,1,16.33728352,1.326335861,90,24,0.53109467,0.005394253,0,1
Poospiza_lateralis,0,0,NA,1,12.68702994,1.283301229,100,34,0.194223851,0.006306972,0,1
Poospiza_melanoleuca,0,0,NA,1,34.02792308,1.117271296,50,45,0.417187184,0.006388675,0,1
Poospiza_nigrorufa,0,0,0,1,18.66893428,1.240549248,80,27,0.252600089,0.007054865,1,0
Poospiza_ornata,0,0,NA,1,53.00487904,1.071882007,90,10,0.406207561,0.008834137,1,1
Poospiza_rubecula,0,0,NA,1,22.66754527,NA,90,5,0.411264241,0.001144011,0,0
Poospiza_thoracica,0,0,NA,1,9.819571602,1.075546961,90,68,0.332495242,0.003294841,0,1
Poospiza_torquata,0,0,NA,1,24.91141231,1.041392685,50,11,0.406457812,0.008525362,1,1
Porphyrospiza_caerulescens,0,0,NA,1,120.049728,1.113943352,100,34,0.737269223,0.001498018,0,1
Pselliophorus_luteoviridis,0,0,NA,1,16.19878102,NA,20,23,0.421135724,0.000868537,0,0
Pselliophorus_tibialis,0,0,NA,1,11.80566077,1.477121255,20,57,0.319181472,0.000696478,0,0
Rhodospingus_cruentus,0,0,NA,1,149.9100805,1.064457989,0,8,0.552387059,0.001173502,0,1
Rowettia_goughensis,0,0,0,1,57.95827408,1.72427587,20,0,0.433344543,0.004496113,0,1
Saltatricula_multicolor,0,0,NA,1,15.04114966,1.346352974,0,43,0.482688665,0.006685049,0,1
Sicalis_auriventris,0,0,NA,1,98.57722569,1.740362689,20,5,0.304148257,0.008209,0,1
Sicalis_citrina,0,0,NA,1,79.60762923,1.064457989,10,37,0.661672026,0.001486827,0,1
Sicalis_columbiana,0,0,NA,1,118.0698752,1.127104798,20,32,0.686982512,0.001429918,0,1
Sicalis_flaveola,0,0,0,1,70.69073481,1.232360712,40,33,0.445649594,0.002603109,0,2
Sicalis_lebruni,0,0,NA,1,70.96180624,1.403120521,50,5,0.235378757,0.008230006,0,1
Sicalis_lutea,0,0,NA,1,13.78937509,1.210853365,10,5,0.588108122,0.003881218,0,1
Sicalis_luteocephala,0,0,NA,1,26.88003634,NA,40,52.5,0.500180081,0.00344452,0,1
Sicalis_luteola,0,0,NA,1,34.65580152,1.201397124,30,17,0.324548125,0.00705188,1,2
Sicalis_olivascens,0,0,NA,1,78.01963275,1.338456494,20,5,0.440715685,0.004383011,0,1
Sicalis_raimondii,0,0,NA,1,49.76450558,1.198657087,20,4.5,0.402849868,0.001453226,0,0
Sicalis_taczanowskii,0,0,NA,1,12.28717504,NA,40,5,0.440071315,0.001942606,0,0
Sicalis_uropygialis,0,0,NA,1,65.50288562,1.352182518,10,5,0.554318786,0.003250541,0,0
Spizella_arborea,0,0,0,1,29.07352629,1.25163822,60,13,0.263429075,0.022398572,2,3
Malurus_leucopterus,1,0,0,1,217.9908665,0.86923172,40,5,0.414082855,0.008969403,0,2
Spizella_breweri,0,0,0,1,17.50460358,1.037426498,100,6,0.272136539,0.013919203,2,3
Spizella_pallida,0,0,0,1,14.12655468,1.049218023,80,42.5,0.269406527,0.018488674,2,3
Malurus_melanocephalus,1,0,0,1,207.7526932,0.897627091,70,16,0.860836565,0.004689085,0,2
Spizella_pusilla,0,0,1,1,13.05829784,1.096910013,100,26,0.187716722,0.014422315,1,3
Spizella_wortheni,0,0,NA,1,10.75297746,1.093421685,100,5,0.512694299,0.005594002,0,1
Sporophila_albogularis,0,0,NA,1,102.1069563,0.986771734,50,18,0.591833204,0.001908372,0,1
Sporophila_americana,0,0,0,1,149.2516048,1.079181246,80,62.5,0.316802546,0.000965211,0,1
Sporophila_ardesiaca,0,0,NA,1,117.9475693,1.037426498,60,31,0.58862114,0.00174939,0,1
Sporophila_bouvreuil,1,0,NA,1,54.62746442,0.934498451,50,30,0.591600001,0.002067501,0,1
Sporophila_bouvronides,0,0,0,1,109.8967888,0.959041392,30,41.5,0.303892076,0.000803778,1,1
Sporophila_caerulescens,0,0,0,1,120.5405948,0.989004616,50,49,0.41829291,0.00224709,1,1
Sporophila_castaneiventris,0,0,NA,1,66.46852496,0.892094603,50,79,0.276757911,0.000737032,0,1
Sporophila_cinnamomea,0,0,NA,1,121.4885646,NA,50,37,0.240255088,0.006934298,2,1
Sporophila_collaris,0,0,0,1,81.96200201,1.130333768,0,37,0.447673723,0.003023307,0,1
Sporophila_corvina,0,0,NA,1,137.261726,1.016084372,90,53,0.31034413,0.000951992,0,1
Sporophila_falcirostris,0,0,NA,1,55.51467274,NA,100,50,0.220970608,0.004320759,0,1
Sporophila_frontalis,0,0,NA,1,101.3729906,1.309630167,100,53,0.220415324,0.004545824,0,1
Sporophila_hypochroma,1,0,NA,1,104.6217879,0.986771734,50,42.5,0.273859411,0.006882957,1,1
Malurus_pulcherrimus,1,0,0,1,139.5462874,0.963787827,50,11.5,0.304962695,0.007472578,0,1
Sporophila_intermedia,0,0,0,1,83.31556777,1.08278537,100,26,0.403226078,0.000888018,0,1
Sporophila_leucoptera,0,0,0,1,102.363098,1.190331698,70,33,0.545735896,0.001970014,0,1
Sporophila_lineola,0,0,0,1,174.3078468,0.991226076,30,31,0.542717874,0.002545016,1,1
Sporophila_luctuosa,0,0,NA,1,124.1326776,1.096910013,40,32,0.321023226,0.000832055,1,1
Sporophila_melanogaster,1,0,NA,1,161.6368905,0.968482949,50,67,0.170041561,0.00508414,2,0
Sporophila_minuta,0,0,0,1,70.46411392,0.892094603,50,39,0.375344276,0.000913641,0,1
Sporophila_murallae,0,0,NA,1,107.5303621,NA,40,80,0.146434322,0.000687709,0,1
Sporophila_nigricollis,0,0,0,1,92.55989597,0.982271233,30,59,0.315269381,0.000820905,0,1
Sporophila_nigrorufa,0,0,NA,1,97.91614166,NA,50,76,0.469678819,0.002394747,0,1
Sporophila_palustris,1,0,NA,1,105.2026366,0.916453949,50,28,0.204510033,0.006866141,2,1
Sporophila_peruviana,0,0,NA,1,78.48068649,1.100370545,60,5,0.519800842,0.001533323,0,1
Sporophila_plumbea,0,0,NA,1,71.05782213,0.986771734,100,40,0.546638548,0.001584425,0,1
Sporophila_ruficollis,1,0,NA,1,128.4557641,0.934498451,50,42,0.370990336,0.006690393,2,1
Sporophila_schistacea,0,0,NA,0,63.68526826,1.103803721,80,75,0.368734926,0.000875761,0,1
Sporophila_simplex,1,0,NA,1,24.35005673,NA,70,7,0.383167803,0.000779011,0,1
Sporophila_telasco,0,0,NA,1,69.31619191,0.982271233,60,5,0.424189836,0.001396068,0,1
Malurus_splendens,1,0,0,1,203.5075894,0.991314698,60,5,0.399783403,0.009139699,0,3
Tiaris_bicolor,0,0,0,1,93.42916272,0.991226076,70,21,0.323456734,0.001101655,0,2
Tiaris_canorus,0,0,NA,1,37.46763661,0.908485019,60,14,0.334613264,0.002570867,0,1
Tiaris_fuliginosus,0,0,0,1,59.68239357,1.123851641,100,28,0.337444484,0.002885801,0,0
Tiaris_obscurus,0,0,NA,1,11.4675235,1.049218023,70,47,0.383183047,0.002164571,1,1
Tiaris_olivaceus,0,0,0,1,85.2218572,0.929418926,90,44,0.318290025,0.001910619,0,1
Torreornis_inexpectata,0,0,NA,1,15.53740468,1.40654018,70,14.5,0.30396831,0.002050998,0,1
Urothraupis_stolzmanni,0,0,NA,1,8.185403919,1.36361198,0,18,0.228677958,0.000562727,0,1
Volatinia_jacarina,0,0,0,1,143.6053606,0.997823081,100,52,0.401305139,0.001285765,0,2
Xenospingus_concolor,0,0,NA,1,8.738067127,1.322219295,80,0,0.358382165,0.001995073,0,1
Xenospiza_baileyi,0,0,0,1,29.67935422,1.240549248,70,23,0.70663619,0.004050008,0,1
Cisticola_cinereolus,1,1,2,1,42.35117203,1.23299611,100,5,0.499083593,0.001906366,0,0
Cisticola_exilis,1,1,3,0,33.37509098,0.848189117,80,20,0.497551635,0.00502312,0,1
Zonotrichia_capensis,0,0,0,1,18.18292303,1.308464098,100,28,0.425087005,0.002783373,0,3
Zonotrichia_leucophrys,0,0,2,1,16.69287356,1.455088606,80,15,0.258744061,0.020590143,1,3
Zonotrichia_querula,0,0,0,1,28.10203041,1.550839605,90,5,0.285502061,0.025451086,2,3
Amadina_erythrocephala,0,0,0,1,87.52308315,1.352182518,100,5,0.644486547,0.006557794,0,2
Amadina_fasciata,0,0,0,1,97.77428665,1.255272505,100,10,0.779343843,0.003298161,0,2
Epthianura_tricolor,1,0,0,1,103.5885214,1.029383778,80,5,0.342114195,0.009336666,2,1
Amandava_formosa,0,0,0,1,71.77348184,0.963787827,100,12,0.764537722,0.006676278,0,2
Amandava_subflava,0,0,0,1,85.02073794,0.872156273,50,29,0.706936836,0.002239079,0,2
Clytospiza_monteiri,0,0,0,1,54.74732693,1.173186268,100,47,0.454589128,0.001394282,0,1
Cryptospiza_jacksoni,0,0,0,1,59.75808296,1.113943352,50,62.5,0.220937088,0.000916268,0,0
Cryptospiza_reichenovii,0,0,0,1,25.01918459,1.093421685,70,36,0.601695001,0.002488945,0,1
Cryptospiza_salvadorii,0,0,0,1,91.74306656,1.086359831,50,16,0.384344965,0.00138963,0,1
