"longitude","latitude","Annual_Mean_Temperature","Annual_Precipitation","percent_tree_cover","terrestrial_realms","species_richness","mean_lightness_males","mean_lightness_females"
-6740465.84376785,6852815.08085126,-4.9,430,20,"Nearctic",38,148.051092593947,152.772066289474
-6627965.84376785,6852815.08085126,-5.6,405,22,"Nearctic",36,146.6865689325,153.406514413889
-6515465.84376785,6852815.08085126,-6.4,418,16,"Nearctic",29,144.477229885172,151.688536403448
-6402965.84376785,6852815.08085126,-6.8,396,5,"Nearctic",29,144.58971775069,152.073844193103
-6290465.84376785,6852815.08085126,-6.8,381,18,"Nearctic",23,147.043734298696,154.392001617391
-5052965.84376785,6852815.08085126,-6.6,408,5,"Palearctic",9,143.765057618889,151.911086418889
-4940465.84376785,6852815.08085126,-6.6,403,5,"Nearctic",9,143.765057618889,151.911086418889
-4827965.84376785,6852815.08085126,-6.6,431,5,"Nearctic",8,134.37206944625,147.75013425875
-4715465.84376785,6852815.08085126,-7.1,416,5,"Nearctic",9,143.765057618889,151.911086418889
-4602965.84376785,6852815.08085126,-6.1,355,5,"Nearctic",9,143.765057618889,151.911086418889
-4265465.84376785,6852815.08085126,-6.2,575,0,"Palearctic",14,151.655259262143,155.618939155
459534.156232152,6852815.08085126,0,1879,5,"Palearctic",54,139.840183815926,145.207725648889
572034.156232152,6852815.08085126,4.5,988,39,"Palearctic",61,143.113760779672,147.85903521377
797034.156232152,6852815.08085126,6,820,52,"Palearctic",69,142.996744499565,148.453683303478
909534.156232152,6852815.08085126,6.5,642,57,"Palearctic",65,143.322564673385,148.574970368308
1022034.15623215,6852815.08085126,6.5,600,40,"Palearctic",68,144.739778867206,149.571311000588
1134534.15623215,6852815.08085126,6.5,589,12,"Palearctic",72,143.754827675,148.335737651667
1922034.15623215,6852815.08085126,5.1,674,29,"Palearctic",82,145.106836497195,151.17685681939
2034534.15623215,6852815.08085126,5.1,633,44,"Palearctic",85,145.218040960823,150.952722004588
2147034.15623215,6852815.08085126,4.9,679,60,"Palearctic",86,144.550552972907,150.004184324302
2259534.15623215,6852815.08085126,4,698,52,"Palearctic",82,143.181176604512,149.060061879146
2372034.15623215,6852815.08085126,4,606,78,"Palearctic",80,142.584101852125,148.502259722375
2484534.15623215,6852815.08085126,3.9,655,66,"Palearctic",80,143.481727314625,149.346846759875
2597034.15623215,6852815.08085126,3.4,586,53,"Palearctic",82,143.761920053293,149.562307137683
2709534.15623215,6852815.08085126,3.3,642,41,"Palearctic",80,142.773088888375,148.712914816125
2822034.15623215,6852815.08085126,2.8,661,80,"Palearctic",80,142.112819907125,148.169530557375
2934534.15623215,6852815.08085126,3,613,79,"Palearctic",80,142.087162035875,148.045180094875
3047034.15623215,6852815.08085126,2.8,561,78,"Palearctic",80,141.867345832125,147.544459261125
3159534.15623215,6852815.08085126,2.8,609,64,"Palearctic",79,142.465039850253,148.464343180886
3272034.15623215,6852815.08085126,2.3,699,76,"Palearctic",78,142.848203229103,148.756640078077
3384534.15623215,6852815.08085126,1.9,658,62,"Palearctic",77,143.155409813896,149.078691681688
3497034.15623215,6852815.08085126,1.3,653,41,"Palearctic",78,142.63142497782,148.704263535769
3609534.15623215,6852815.08085126,1.9,559,58,"Palearctic",79,142.874708393291,148.76703704038
3722034.15623215,6852815.08085126,1.6,630,70,"Palearctic",78,142.931443970128,148.544368475513
3834534.15623215,6852815.08085126,-0.1,796,15,"Palearctic",75,142.164326914267,146.848429139867
3947034.15623215,6852815.08085126,1,515,57,"Palearctic",77,144.069551228571,148.983723911688
4059534.15623215,6852815.08085126,1.7,449,20,"Palearctic",75,144.089451854667,149.000859758667
4172034.15623215,6852815.08085126,1.5,453,57,"Palearctic",76,143.535470275,148.706877197368
4284534.15623215,6852815.08085126,1.1,485,79,"Palearctic",76,143.535470275,148.706877197368
4397034.15623215,6852815.08085126,0.9,499,59,"Palearctic",73,143.311531203699,148.660826489315
4509534.15623215,6852815.08085126,0.7,489,32,"Palearctic",73,143.461554542055,148.736925423562
4622034.15623215,6852815.08085126,0.2,508,62,"Palearctic",76,143.605055556184,148.917748055526
4734534.15623215,6852815.08085126,0,519,68,"Palearctic",74,143.482205206351,148.688202708378
4847034.15623215,6852815.08085126,0,528,48,"Palearctic",72,144.391287552083,149.571256178056
4959534.15623215,6852815.08085126,-0.3,556,61,"Palearctic",69,142.470754696377,147.729099845217
5072034.15623215,6852815.08085126,-0.5,566,75,"Palearctic",69,142.237546967391,147.500857762609
5184534.15623215,6852815.08085126,-0.6,540,56,"Palearctic",65,140.656536183846,145.959899151077
5297034.15623215,6852815.08085126,-0.6,456,33,"Palearctic",65,140.986370373077,146.379944164923
5409534.15623215,6852815.08085126,-1.1,539,65,"Palearctic",67,141.305296851493,146.53383637791
5522034.15623215,6852815.08085126,-1.4,560,32,"Palearctic",68,141.836022878676,146.897051201765
5634534.15623215,6852815.08085126,-1.4,529,57,"Palearctic",71,141.80605216831,147.13855243
5747034.15623215,6852815.08085126,-1.5,557,68,"Palearctic",70,140.877803177857,146.431866141857
5859534.15623215,6852815.08085126,-1.1,533,61,"Palearctic",69,140.73222490942,146.147614604783
5972034.15623215,6852815.08085126,-1.1,527,80,"Palearctic",70,141.211110056429,146.303421169
6084534.15623215,6852815.08085126,-2.7,499,46,"Palearctic",68,140.088480940441,145.077123643088
6197034.15623215,6852815.08085126,-3.3,570,45,"Palearctic",68,140.088480940441,145.077123643088
6309534.15623215,6852815.08085126,-3.2,410,60,"Palearctic",70,139.804621167857,145.034704767571
6422034.15623215,6852815.08085126,-2.7,417,74,"Palearctic",67,139.868190164925,145.400101166119
6534534.15623215,6852815.08085126,-2.9,386,80,"Palearctic",65,139.22232821,144.696738466615
6647034.15623215,6852815.08085126,-2.9,307,75,"Palearctic",65,138.619503139231,144.089519663538
6759534.15623215,6852815.08085126,-3.3,408,64,"Palearctic",66,139.045030308333,144.389611677727
6872034.15623215,6852815.08085126,-3.7,418,80,"Palearctic",65,139.424686045385,144.955292312769
6984534.15623215,6852815.08085126,-3.6,284,75,"Palearctic",66,139.546212687121,145.310586985303
7097034.15623215,6852815.08085126,-4,390,76,"Palearctic",67,139.798614708209,146.219051966119
7209534.15623215,6852815.08085126,-4.3,371,68,"Palearctic",67,139.798614708209,146.219051966119
7322034.15623215,6852815.08085126,-4.2,371,74,"Palearctic",67,138.959478721642,145.587776122836
7434534.15623215,6852815.08085126,-4.6,559,67,"Palearctic",69,137.528198070725,144.332631243623
7547034.15623215,6852815.08085126,-7.8,481,14,"Palearctic",67,137.981162523582,144.762555006119
7659534.15623215,6852815.08085126,-5,274,30,"Palearctic",67,138.739459373134,145.8915539
7772034.15623215,6852815.08085126,-4.3,312,60,"Palearctic",64,139.595164354688,146.178745373437
7884534.15623215,6852815.08085126,-5.2,445,49,"Palearctic",63,139.790544976191,144.949587303175
7997034.15623215,6852815.08085126,-5,397,62,"Palearctic",63,139.046028809524,144.208799531746
8109534.15623215,6852815.08085126,-6.2,473,62,"Palearctic",59,138.705275584746,143.678273072881
8222034.15623215,6852815.08085126,-5.9,468,48,"Palearctic",60,138.006299386667,142.916450003167
8334534.15623215,6852815.08085126,-6.2,355,45,"Palearctic",58,138.877816094828,143.797420818793
8447034.15623215,6852815.08085126,-7,329,34,"Palearctic",56,140.7892354525,145.613784393929
8559534.15623215,6852815.08085126,-6.6,372,15,"Palearctic",57,140.374337234035,145.569634830877
8672034.15623215,6852815.08085126,-6.3,335,13,"Palearctic",57,139.669612088421,145.024343085263
8784534.15623215,6852815.08085126,-8.3,393,41,"Palearctic",58,139.931187742069,145.16094892
8897034.15623215,6852815.08085126,-7.9,402,21,"Palearctic",56,140.72526322875,145.9165588675
9009534.15623215,6852815.08085126,-9.5,426,11,"Palearctic",57,141.238716051053,146.428763487368
9122034.15623215,6852815.08085126,-8.1,460,8,"Palearctic",58,140.927505748448,146.484896556379
9234534.15623215,6852815.08085126,-6.2,541,16,"Palearctic",53,139.755921736038,146.694976944717
9347034.15623215,6852815.08085126,-3.4,476,5,"Palearctic",48,140.705309416875,147.169113430417
10022034.1562322,6852815.08085126,-3.6,376,5,"Palearctic",38,137.726375247632,145.363280704211
10584534.1562322,6852815.08085126,-4.7,641,4,"Palearctic",34,132.717385622647,139.537044664706
-10452965.8437678,6965315.08085126,0.1,479,5,"Nearctic",26,143.466293452692,151.615971514231
-10340465.8437678,6965315.08085126,-0.8,551,5,"Nearctic",27,143.52459533963,151.577843624815
-10227965.8437678,6965315.08085126,-3.1,760,5,"Nearctic",36,144.193705763056,150.358138893611
-10115465.8437678,6965315.08085126,1,546,5,"Nearctic",40,146.72677315175,150.11129723175
-10002965.8437678,6965315.08085126,0.8,507,10,"Nearctic",42,144.194683423333,147.932990309762
-9890465.84376785,6965315.08085126,1.3,756,5,"Nearctic",44,144.680372056364,148.619338393409
-9665465.84376785,6965315.08085126,-1.1,701,22,"Nearctic",45,140.317841155778,147.676369553556
-9215465.84376785,6965315.08085126,0.9,1614,0,"Nearctic",47,140.887461784255,145.81672419617
-9102965.84376785,6965315.08085126,-6.7,2387,0,"Nearctic",46,141.669003223043,145.772011276522
-8990465.84376785,6965315.08085126,-6.4,1749,0,"Nearctic",50,140.2963666678,146.2064296344
-8877965.84376785,6965315.08085126,-3.6,780,2,"Nearctic",54,142.322689988704,148.035174904074
-8765465.84376785,6965315.08085126,-2.8,317,21,"Nearctic",57,141.868923977368,149.454684219474
-8652965.84376785,6965315.08085126,0.4,204,38,"Nearctic",61,143.842392226393,150.057454773934
-8540465.84376785,6965315.08085126,0.6,278,68,"Nearctic",62,142.957971922742,149.567369184032
-8427965.84376785,6965315.08085126,-2,432,29,"Nearctic",60,143.461554321667,150.187276552833
-8315465.84376785,6965315.08085126,-0.7,452,55,"Nearctic",60,143.779809876667,150.378788897833
-8202965.84376785,6965315.08085126,-3.1,563,70,"Nearctic",56,143.245481480357,149.430444453036
-8090465.84376785,6965315.08085126,-2.6,535,49,"Nearctic",55,141.306210772909,147.658709772909
-7977965.84376785,6965315.08085126,-1.9,420,30,"Nearctic",56,140.684501982321,149.732002655536
-7865465.84376785,6965315.08085126,-2.6,418,50,"Nearctic",57,144.617128001754,154.053417164386
-7752965.84376785,6965315.08085126,-2.8,418,56,"Nearctic",58,144.952345465517,154.177998733965
-7640465.84376785,6965315.08085126,-1.6,356,52,"Nearctic",60,145.142273455667,155.592580877833
-7527965.84376785,6965315.08085126,-1.6,357,32,"Nearctic",61,142.65820765,153.179650286393
-7415465.84376785,6965315.08085126,-1.5,365,50,"Nearctic",61,142.692690346721,153.471314524098
-7302965.84376785,6965315.08085126,-1.5,347,60,"Nearctic",61,141.804820887213,153.154865222459
-7190465.84376785,6965315.08085126,-1.8,351,35,"Nearctic",57,143.037603640526,153.083332045088
-7077965.84376785,6965315.08085126,-3,371,38,"Nearctic",49,143.510498112449,150.968232817755
-6965465.84376785,6965315.08085126,-4.1,346,42,"Nearctic",42,143.260955028571,151.291425941429
-6852965.84376785,6965315.08085126,-4.5,351,21,"Nearctic",35,148.158222224857,153.044040225714
-6740465.84376785,6965315.08085126,-5.1,386,20,"Nearctic",30,145.766033339,152.45221236
-6627965.84376785,6965315.08085126,-5.7,387,10,"Nearctic",28,143.917904766786,152.9430807
-6515465.84376785,6965315.08085126,-6.8,323,3,"Nearctic",24,144.00610031125,151.885154333333
-6402965.84376785,6965315.08085126,-7.5,365,5,"Nearctic",23,145.250971016087,153.737528191304
-6290465.84376785,6965315.08085126,-7.9,378,2,"Nearctic",21,147.327403879524,155.775948861905
-6177965.84376785,6965315.08085126,-8,323,5,"Nearctic",20,147.7880388935,155.01040186
-4940465.84376785,6965315.08085126,-7.3,396,2,"Palearctic",9,143.765057618889,151.911086418889
-4827965.84376785,6965315.08085126,-7.9,399,5,"Palearctic",9,143.765057618889,151.911086418889
-4715465.84376785,6965315.08085126,-8.2,397,5,"Palearctic",9,143.765057618889,151.911086418889
-4602965.84376785,6965315.08085126,-8.2,319,5,"Palearctic",9,143.765057618889,151.911086418889
347034.156232152,6965315.08085126,5.1,2095,42,"Palearctic",62,139.025885902097,144.705445637258
459534.156232152,6965315.08085126,1.2,1011,1,"Palearctic",45,134.420753914,142.103518518
572034.156232152,6965315.08085126,0.4,728,50,"Palearctic",51,134.497477126078,142.030708786471
684534.156232152,6965315.08085126,3,841,31,"Palearctic",62,140.652942055806,147.237093786129
797034.156232152,6965315.08085126,4.6,622,50,"Palearctic",66,142.448269363182,148.060533667273
909534.156232152,6965315.08085126,4.5,620,56,"Palearctic",65,142.440543590308,148.229095723692
1022034.15623215,6965315.08085126,5.3,634,76,"Palearctic",71,143.637310900986,149.288546162535
1359534.15623215,6965315.08085126,6,566,39,"Palearctic",74,142.203470472162,148.03929379473
1472034.15623215,6965315.08085126,5.6,619,22,"Palearctic",79,142.669403189114,148.280766993797
1584534.15623215,6965315.08085126,5.1,685,36,"Palearctic",82,142.995501356585,148.736932700122
1697034.15623215,6965315.08085126,5.4,615,38,"Palearctic",82,144.283483289512,150.046441281829
1922034.15623215,6965315.08085126,4.3,549,76,"Palearctic",85,144.537887147882,150.236590414
2034534.15623215,6965315.08085126,4.6,632,0,"Palearctic",83,144.079929051446,149.903913431205
2147034.15623215,6965315.08085126,4.3,721,76,"Palearctic",81,142.823069500864,148.86195564679
2259534.15623215,6965315.08085126,3,775,54,"Palearctic",80,142.567710648375,148.849725926125
2372034.15623215,6965315.08085126,3.4,619,67,"Palearctic",80,142.567710648375,148.849725926125
2484534.15623215,6965315.08085126,3.1,613,5,"Palearctic",80,141.814709722125,148.022387038625
2597034.15623215,6965315.08085126,2.7,717,38,"Palearctic",81,141.668028807037,147.811447188765
2709534.15623215,6965315.08085126,2.5,592,64,"Palearctic",81,142.057979424321,148.073917239383
2822034.15623215,6965315.08085126,2.5,575,70,"Palearctic",80,141.930249537125,147.622523149875
2934534.15623215,6965315.08085126,2.3,567,67,"Palearctic",80,142.208667129625,148.010260186125
3047034.15623215,6965315.08085126,2.1,596,45,"Palearctic",80,141.813842129625,147.744509259875
3159534.15623215,6965315.08085126,2,578,76,"Palearctic",76,142.883803607895,148.608650586842
3272034.15623215,6965315.08085126,1.9,558,73,"Palearctic",77,141.922599328182,147.883121214156
3384534.15623215,6965315.08085126,1.6,602,41,"Palearctic",80,141.967637964625,147.936987502375
3497034.15623215,6965315.08085126,1.5,626,74,"Palearctic",79,142.230749181899,148.166391469494
3609534.15623215,6965315.08085126,1,776,63,"Palearctic",76,141.879536065395,147.323635480132
3722034.15623215,6965315.08085126,0,702,75,"Palearctic",73,142.061812786301,146.826744294521
3834534.15623215,6965315.08085126,0.3,469,65,"Palearctic",74,141.992307308108,146.760639141892
3947034.15623215,6965315.08085126,0.8,469,36,"Palearctic",72,142.872309672222,148.011689819444
4059534.15623215,6965315.08085126,0.6,471,45,"Palearctic",73,143.252364283562,148.359562663014
4172034.15623215,6965315.08085126,0.4,472,18,"Palearctic",72,143.814149177361,149.096257719722
4284534.15623215,6965315.08085126,0.1,518,31,"Palearctic",70,143.898687302143,149.005414818857
4397034.15623215,6965315.08085126,-0.2,522,20,"Palearctic",68,142.798912308088,148.599987475294
4509534.15623215,6965315.08085126,-0.6,556,68,"Palearctic",66,142.958702018939,148.785370936667
4622034.15623215,6965315.08085126,-0.6,544,60,"Palearctic",67,142.954736870895,148.363379773433
4734534.15623215,6965315.08085126,-0.7,594,57,"Palearctic",65,142.174427920769,147.791888894154
4847034.15623215,6965315.08085126,-1.1,584,72,"Palearctic",63,141.260299824603,147.259454444762
4959534.15623215,6965315.08085126,-1.2,514,14,"Palearctic",64,140.807103589844,146.745331601875
5072034.15623215,6965315.08085126,-1.3,517,73,"Palearctic",62,140.569836920161,146.560452214839
5184534.15623215,6965315.08085126,-1.6,525,51,"Palearctic",63,141.637985305556,147.489900651111
5297034.15623215,6965315.08085126,-1.9,549,65,"Palearctic",62,141.596483276613,147.498220434194
5409534.15623215,6965315.08085126,-2,597,37,"Palearctic",62,141.622365595968,146.963972524516
5522034.15623215,6965315.08085126,-2.1,558,25,"Palearctic",65,140.902132768462,146.683985189692
5634534.15623215,6965315.08085126,-2.2,527,41,"Palearctic",64,139.872736694531,145.903944448906
5747034.15623215,6965315.08085126,-1.9,535,46,"Palearctic",64,141.008872689844,146.544313661406
5859534.15623215,6965315.08085126,-4.3,565,32,"Palearctic",62,141.382199526613,147.108235368226
5972034.15623215,6965315.08085126,-3.4,478,35,"Palearctic",61,140.706102615574,146.172615061148
6084534.15623215,6965315.08085126,-3.8,459,55,"Palearctic",61,140.706102615574,146.172615061148
6197034.15623215,6965315.08085126,-4.3,567,75,"Palearctic",62,140.020462966935,146.162393074677
6309534.15623215,6965315.08085126,-4.4,388,79,"Palearctic",64,138.976024310156,144.796854170781
6422034.15623215,6965315.08085126,-4.2,345,50,"Palearctic",63,138.549305119841,144.165518522698
6534534.15623215,6965315.08085126,-3.8,430,68,"Palearctic",62,138.62855496371,144.452299287581
6647034.15623215,6965315.08085126,-4.2,349,60,"Palearctic",65,138.799788039231,144.483462112769
6759534.15623215,6965315.08085126,-4.7,323,47,"Palearctic",65,138.799788039231,144.483462112769
6872034.15623215,6965315.08085126,-4.5,313,74,"Palearctic",66,138.930782832576,144.845905727727
6984534.15623215,6965315.08085126,-4.6,341,78,"Palearctic",65,138.684175502308,145.254663820462
7097034.15623215,6965315.08085126,-5.2,331,61,"Palearctic",65,138.757858693077,145.314745872769
7209534.15623215,6965315.08085126,-5.8,365,56,"Palearctic",65,138.757858693077,145.314745872769
7322034.15623215,6965315.08085126,-4.4,347,79,"Palearctic",64,138.946642364844,145.318073498906
7434534.15623215,6965315.08085126,-5,375,49,"Palearctic",63,138.867471490476,145.519984130159
7547034.15623215,6965315.08085126,-5,422,61,"Palearctic",62,139.435491640323,145.695592595161
7659534.15623215,6965315.08085126,-6.4,386,73,"Palearctic",62,139.435491640323,145.695592595161
7772034.15623215,6965315.08085126,-5.8,369,66,"Palearctic",62,139.475629035484,145.55611171129
7884534.15623215,6965315.08085126,-6.1,294,32,"Palearctic",58,138.525776505172,143.354798853448
7997034.15623215,6965315.08085126,-5.8,290,65,"Palearctic",57,139.1005835,143.660269657895
8109534.15623215,6965315.08085126,-7.6,375,43,"Palearctic",55,140.590720542545,145.527733335636
8222034.15623215,6965315.08085126,-7.6,305,51,"Palearctic",56,140.949509263214,145.361609129643
8334534.15623215,6965315.08085126,-7.4,286,78,"Palearctic",56,140.949509263214,145.361609129643
8447034.15623215,6965315.08085126,-7.6,243,69,"Palearctic",55,141.465349498909,145.719725928364
8559534.15623215,6965315.08085126,-9.2,351,32,"Palearctic",55,140.406931989818,145.058449835636
8672034.15623215,6965315.08085126,-8.3,305,39,"Palearctic",54,141.327691361296,145.946517836667
8784534.15623215,6965315.08085126,-9.1,283,16,"Palearctic",53,141.147720477547,146.257357095849
8897034.15623215,6965315.08085126,-11,348,4,"Palearctic",53,141.147720477547,146.257357095849
9009534.15623215,6965315.08085126,-9.3,462,12,"Palearctic",52,139.592392452115,145.572079062885
9122034.15623215,6965315.08085126,-7.5,432,16,"Palearctic",49,139.816933487959,145.530331068775
9234534.15623215,6965315.08085126,-7.2,521,9,"Palearctic",45,139.937961320222,146.747947328
9347034.15623215,6965315.08085126,-6.6,518,18,"Palearctic",43,141.03143411186,146.81607579907
9459534.15623215,6965315.08085126,-7.3,568,18,"Palearctic",43,141.03143411186,146.81607579907
9572034.15623215,6965315.08085126,-7.1,499,5,"Palearctic",41,140.168435414878,146.700278230732
9684534.15623215,6965315.08085126,-11.5,463,5,"Palearctic",38,137.742944447632,144.861354777895
9797034.15623215,6965315.08085126,-10.9,325,5,"Palearctic",38,137.742944447632,144.861354777895
9909534.15623215,6965315.08085126,-8.3,642,8,"Palearctic",38,137.742944447632,144.861354777895
10472034.1562322,6965315.08085126,-3.3,453,5,"Palearctic",30,126.888182719,136.04292716
10584534.1562322,6965315.08085126,-3.3,511,5,"Palearctic",26,126.577307695,136.511834754231
10697034.1562322,6965315.08085126,-1.4,421,5,"Palearctic",23,127.127584546522,133.55149597
10922034.1562322,6965315.08085126,-0.8,452,8,"Palearctic",21,125.21262434619,132.12760493381
-10227965.8437678,7077815.08085126,-0.7,479,5,"Nearctic",26,143.466293452692,151.615971514231
-10115465.8437678,7077815.08085126,-0.2,474,25,"Nearctic",31,142.51734887,149.66945400871
-10002965.8437678,7077815.08085126,0.1,474,12,"Nearctic",39,146.630256412051,151.373078827436
-9890465.84376785,7077815.08085126,-0.6,575,18,"Nearctic",41,144.017162601707,148.90965132122
-9777965.84376785,7077815.08085126,1,564,23,"Nearctic",40,142.632151852,146.96248705025
-9665465.84376785,7077815.08085126,-6.9,713,5,"Nearctic",42,144.28914991381,148.278851864524
-9552965.84376785,7077815.08085126,-1.2,935,4,"Nearctic",44,143.998615322273,147.901320718409
-9440465.84376785,7077815.08085126,3.1,558,61,"Nearctic",46,143.382004834348,148.153304356739
-9327965.84376785,7077815.08085126,-1.8,652,4,"Nearctic",51,143.922689909412,149.284459702157
-9215465.84376785,7077815.08085126,-5.6,797,11,"Nearctic",49,144.403721091429,148.124753600204
-9102965.84376785,7077815.08085126,-5.2,481,39,"Nearctic",49,145.379342405714,149.430457302245
-8990465.84376785,7077815.08085126,-5,512,0,"Nearctic",49,145.687587303673,149.474153447143
-8877965.84376785,7077815.08085126,-9.3,682,5,"Nearctic",51,144.680904140784,149.245441545294
-8765465.84376785,7077815.08085126,-2.3,385,45,"Nearctic",52,144.840142451538,149.235943738654
-8652965.84376785,7077815.08085126,-1.8,218,43,"Nearctic",53,146.718517120377,150.444568839811
-8540465.84376785,7077815.08085126,-0.8,326,47,"Nearctic",54,145.960058984815,149.990835398333
-8427965.84376785,7077815.08085126,-3.9,458,52,"Nearctic",50,145.4774192594,150.0892481574
-8315465.84376785,7077815.08085126,-4.7,388,46,"Nearctic",51,141.916448076471,149.14924547
-8202965.84376785,7077815.08085126,-3.7,408,41,"Nearctic",51,142.632771245098,149.011041403333
-8090465.84376785,7077815.08085126,-7.3,743,5,"Nearctic",51,144.337158315686,150.238363117059
-7977965.84376785,7077815.08085126,-6.9,466,16,"Nearctic",50,142.238185926,149.0646081574
-7865465.84376785,7077815.08085126,-5,437,25,"Nearctic",47,144.425883370213,151.369911752553
-7752965.84376785,7077815.08085126,-3.1,306,57,"Nearctic",51,145.515212052941,153.550700809216
-7640465.84376785,7077815.08085126,-1.9,378,76,"Nearctic",55,144.548540738182,153.975391928546
-7527965.84376785,7077815.08085126,-2.8,347,76,"Nearctic",54,145.230434840741,155.069276416111
-7415465.84376785,7077815.08085126,-2.4,258,46,"Nearctic",52,142.628388888654,153.134775653846
-7302965.84376785,7077815.08085126,-2.9,280,49,"Nearctic",49,143.405640967551,154.143931228571
-7190465.84376785,7077815.08085126,-2.9,281,19,"Nearctic",46,141.783791465435,152.095803554348
-6965465.84376785,7077815.08085126,-3.9,319,34,"Nearctic",32,143.76349884375,153.155237283437
-6852965.84376785,7077815.08085126,-5.1,332,48,"Nearctic",29,139.904948913793,149.989747137931
-6740465.84376785,7077815.08085126,-5.6,319,22,"Nearctic",24,142.43895216125,150.528952175
-6627965.84376785,7077815.08085126,-6.3,327,5,"Nearctic",23,142.37077939,150.477758465217
-6515465.84376785,7077815.08085126,-7.1,302,5,"Nearctic",20,143.5610518535,152.337655565
-6402965.84376785,7077815.08085126,-8.1,288,5,"Nearctic",18,146.980611115,154.489481488889
-6290465.84376785,7077815.08085126,-8.7,281,5,"Nearctic",17,141.90279521,149.725113294118
-6177965.84376785,7077815.08085126,-8.9,302,5,"Nearctic",16,140.140069448125,147.9806689875
-6065465.84376785,7077815.08085126,-9.2,306,4,"Nearctic",14,141.145134926429,149.435849207143
-5952965.84376785,7077815.08085126,-9.2,276,5,"Palearctic",12,142.924969139167,150.3308179
-4827965.84376785,7077815.08085126,-8.6,392,5,"Palearctic",10,148.777570377,154.445022217
-4715465.84376785,7077815.08085126,-10,422,5,"Palearctic",9,143.765057618889,151.911086418889
-4602965.84376785,7077815.08085126,-10.3,407,4,"Palearctic",9,143.765057618889,151.911086418889
347034.156232152,7077815.08085126,4.3,2944,1,"Palearctic",62,139.869127837581,145.722967738871
459534.156232152,7077815.08085126,-2.4,1382,1,"Palearctic",60,139.0922308655,144.729394441833
572034.156232152,7077815.08085126,-0.4,522,26,"Palearctic",44,136.657975593864,143.391588384318
684534.156232152,7077815.08085126,3.4,710,13,"Palearctic",50,137.4571274086,145.5000888882
797034.156232152,7077815.08085126,0.6,723,28,"Palearctic",59,141.041354677288,147.195143122712
909534.156232152,7077815.08085126,2.7,635,50,"Palearctic",65,142.798292308769,148.963267232923
1022034.15623215,7077815.08085126,4.8,510,42,"Palearctic",70,144.220921693857,149.490770366286
1359534.15623215,7077815.08085126,5,621,78,"Palearctic",76,142.520707115395,148.201927874868
1472034.15623215,7077815.08085126,3.9,686,40,"Palearctic",76,142.090769495263,148.245844542237
1584534.15623215,7077815.08085126,4.1,691,2,"Palearctic",74,142.46255856,148.148328828514
1697034.15623215,7077815.08085126,4.1,575,59,"Palearctic",73,142.434592593699,148.116044139863
1809534.15623215,7077815.08085126,3.7,599,56,"Palearctic",76,143.747043861053,148.950083821184
1922034.15623215,7077815.08085126,3.9,616,76,"Palearctic",72,144.863901750972,150.404637346111
2034534.15623215,7077815.08085126,3.6,659,71,"Palearctic",75,144.207607902267,150.0300133336
2147034.15623215,7077815.08085126,2.6,648,42,"Palearctic",71,143.24393375169,149.471450704507
2259534.15623215,7077815.08085126,3.3,673,74,"Palearctic",73,143.687698631096,149.785874682466
2372034.15623215,7077815.08085126,2.2,635,59,"Palearctic",74,141.623895897297,148.356973972973
2484534.15623215,7077815.08085126,2.4,662,46,"Palearctic",73,141.081591579452,147.968635716438
2597034.15623215,7077815.08085126,2.1,669,55,"Palearctic",74,140.666503004054,147.363124122973
2709534.15623215,7077815.08085126,1.5,596,52,"Palearctic",74,141.842559559459,147.961821321622
2822034.15623215,7077815.08085126,1.7,619,41,"Palearctic",75,141.87804642,147.995731852
2934534.15623215,7077815.08085126,2,565,76,"Palearctic",73,142.363120245205,148.325462709589
3047034.15623215,7077815.08085126,1.6,601,79,"Palearctic",72,143.207010804167,148.900363683333
3159534.15623215,7077815.08085126,1.2,577,44,"Palearctic",70,143.685686245286,149.402214286
3272034.15623215,7077815.08085126,0.9,581,66,"Palearctic",70,143.833420636429,149.466735978857
3384534.15623215,7077815.08085126,1.1,604,80,"Palearctic",72,143.23876131875,148.786172325278
3497034.15623215,7077815.08085126,0.5,665,61,"Palearctic",70,142.814218520714,148.065264021714
3609534.15623215,7077815.08085126,-0.2,666,67,"Palearctic",65,142.178877493077,147.251611964923
3722034.15623215,7077815.08085126,-4.1,783,76,"Palearctic",66,141.182024691667,146.275121212424
3834534.15623215,7077815.08085126,0,517,57,"Palearctic",67,141.460187397761,146.792278057015
3947034.15623215,7077815.08085126,-0.5,484,53,"Palearctic",64,141.139708913281,146.554306715938
4059534.15623215,7077815.08085126,-0.6,525,69,"Palearctic",62,140.541141578226,146.056879930968
4172034.15623215,7077815.08085126,-0.6,557,64,"Palearctic",62,140.034638591129,146.138946239032
4284534.15623215,7077815.08085126,-1.1,521,56,"Palearctic",60,141.088728396167,147.448308645167
4397034.15623215,7077815.08085126,-1.2,574,50,"Palearctic",57,139.690859650351,146.713174793158
4509534.15623215,7077815.08085126,-1.7,536,19,"Palearctic",54,140.894177642037,147.819349796481
4622034.15623215,7077815.08085126,-2.1,568,19,"Palearctic",55,141.104791921273,147.448919867455
4734534.15623215,7077815.08085126,-2.2,618,17,"Palearctic",54,141.698913582778,148.06508093537
4847034.15623215,7077815.08085126,-2.2,556,67,"Palearctic",54,142.315410838333,148.327772979815
