"longitude","latitude","Annual_Mean_Temperature","Annual_Precipitation","percent_tree_cover","terrestrial_realms","species_richness","mean_lightness_males","mean_lightness_females"
-4940465.84376785,-6309684.91914874,-4.1,1184,17,"Neotropical",32,138.618765040312,146.28094560125
-4827965.84376785,-6309684.91914874,1.4,576,31,"Neotropical",24,138.547797837083,148.5416882725
-5277965.84376785,-6197184.91914874,3.5,3088,36,"Neotropical",23,137.67288726913,145.980202897391
-5165465.84376785,-6197184.91914874,3.3,922,46,"Neotropical",29,139.192713913448,147.907729242759
-5390465.84376785,-6084684.91914874,4.9,2010,30,"Neotropical",27,133.584982161852,145.91629354963
-5277965.84376785,-6084684.91914874,5.8,670,20,"Neotropical",35,142.009335442571,149.677780949714
-5165465.84376785,-6084684.91914874,5.8,219,29,"Neotropical",25,145.0053436984,155.28682074
-5615465.84376785,-5972184.91914874,7.4,2025,4,"Neotropical",23,134.243059571304,142.461388081304
-5502965.84376785,-5972184.91914874,6.8,1594,3,"Neotropical",28,134.529924598929,146.435585976429
-5390465.84376785,-5972184.91914874,4.7,514,5,"Neotropical",38,138.699515591316,149.073439569474
-5277965.84376785,-5972184.91914874,7.1,174,24,"Neotropical",28,145.768120366429,155.012134917857
-5615465.84376785,-5859684.91914874,5.5,1544,0,"Neotropical",27,136.907227705185,145.281998624815
-5502965.84376785,-5859684.91914874,6.2,192,9,"Neotropical",38,140.841750486053,150.614563348421
-5390465.84376785,-5859684.91914874,5.7,98,5,"Neotropical",30,147.768197525333,156.59507654
-5277965.84376785,-5859684.91914874,7.4,178,5,"Neotropical",26,145.357665236923,154.425018519231
-5727965.84376785,-5747184.91914874,3.7,2604,13,"Neotropical",25,135.1198755496,143.0980236988
-5615465.84376785,-5747184.91914874,4.6,357,5,"Neotropical",36,138.322423867222,147.645040118611
-5502965.84376785,-5747184.91914874,4.7,113,5,"Neotropical",34,139.511294113824,150.188912851176
-5390465.84376785,-5747184.91914874,9.2,161,19,"Neotropical",28,145.760965605714,154.5940873
-5277965.84376785,-5747184.91914874,9.1,226,5,"Neotropical",25,143.9389659224,152.150834072
-5840465.84376785,-5634684.91914874,6.2,2136,26,"Neotropical",24,135.109967585,143.111371907083
-5615465.84376785,-5634684.91914874,1.4,229,5,"Neotropical",38,138.371809937368,148.231216372895
-5502965.84376785,-5634684.91914874,6.3,167,5,"Neotropical",31,145.808222218065,154.531026280645
-5390465.84376785,-5634684.91914874,7,188,5,"Neotropical",26,144.752227917692,152.927222219231
-5277965.84376785,-5634684.91914874,10.6,246,5,"Neotropical",24,144.231257710833,152.60515895
-5165465.84376785,-5634684.91914874,10.5,218,5,"Neotropical",25,144.9098251784,152.462208888
-5727965.84376785,-5522184.91914874,6.2,522,51,"Neotropical",42,137.635765429286,148.219846554048
-5615465.84376785,-5522184.91914874,3.6,142,5,"Neotropical",37,143.398446441351,153.344756754054
-5502965.84376785,-5522184.91914874,7.7,136,5,"Neotropical",31,143.839426517097,154.52323536129
-5390465.84376785,-5522184.91914874,11.3,196,5,"Neotropical",30,140.299783946667,151.615702466
-5952965.84376785,-5409684.91914874,6.1,3037,80,"Neotropical",28,135.704489413571,144.058781741786
-5840465.84376785,-5409684.91914874,0.8,3141,3,"Neotropical",37,141.542201199459,147.423473469459
-5727965.84376785,-5409684.91914874,1.5,520,5,"Neotropical",42,136.823783067857,146.097741620714
-5615465.84376785,-5409684.91914874,8.2,153,5,"Neotropical",35,143.993764018,153.624683594286
-5502965.84376785,-5409684.91914874,9.2,201,6,"Neotropical",33,140.29029180303,151.393475866061
13397034.1562322,-5409684.91914874,10.4,1031,13,"Australian",13,139.949347584615,139.732168084615
13509534.1562322,-5409684.91914874,10.4,809,15,"Australian",9,137.596460922222,140.525037033333
-5840465.84376785,-5297184.91914874,4.7,2510,45,"Neotropical",39,139.012638173077,147.229873688974
-5727965.84376785,-5297184.91914874,7.8,376,5,"Neotropical",42,139.013422396429,147.07135625881
-5615465.84376785,-5297184.91914874,8,228,4,"Neotropical",36,138.313446497222,151.281935182778
-5502965.84376785,-5297184.91914874,10.7,265,5,"Neotropical",32,135.916700228125,149.6798483775
-5390465.84376785,-5297184.91914874,13,226,12,"Neotropical",30,138.774120986667,149.401292592667
13622034.1562322,-5297184.91914874,9,623,9,"Australian",14,139.4010635,139.19270105
13734534.1562322,-5297184.91914874,8.5,429,5,"Australian",8,146.659777775,146.5537916625
-5952965.84376785,-5184684.91914874,8,3444,77,"Neotropical",33,134.792796854545,141.814879908182
-5840465.84376785,-5184684.91914874,5.6,1201,5,"Neotropical",40,139.58497036875,148.00065555175
-5727965.84376785,-5184684.91914874,7.1,245,5,"Neotropical",38,140.740478553421,152.454262181579
-5615465.84376785,-5184684.91914874,11.9,221,5,"Neotropical",38,134.660148144211,149.733258283684
-5502965.84376785,-5184684.91914874,13.7,191,6,"Neotropical",36,130.053620368333,146.276252057778
-5390465.84376785,-5184684.91914874,12.7,237,6,"Neotropical",35,133.555867722286,146.987558728
13959534.1562322,-5184684.91914874,9.2,786,27,"Australian",13,139.147709407692,139.943774923077
-5952965.84376785,-5072184.91914874,8.7,1575,53,"Neotropical",44,140.615445284091,146.336276090227
-5840465.84376785,-5072184.91914874,8.9,490,5,"Neotropical",46,136.111116743044,147.606218998696
-5727965.84376785,-5072184.91914874,9.5,238,5,"Neotropical",40,132.4810546265,147.529285187
-5615465.84376785,-5072184.91914874,11.9,165,6,"Neotropical",36,130.053620368333,146.276252057778
-5502965.84376785,-5072184.91914874,15.5,197,12,"Neotropical",38,129.642656917368,145.606561402105
-5390465.84376785,-5072184.91914874,14.6,162,19,"Neotropical",39,130.691905030256,144.562905981539
12047034.1562322,-5072184.91914874,8.7,2817,41,"Australian",39,135.68489268,138.657202279487
12159534.1562322,-5072184.91914874,12.6,667,28,"Australian",44,136.538062282955,140.489765151818
14184534.1562322,-5072184.91914874,3.8,1946,69,"Australian",14,139.4010635,139.19270105
-5952965.84376785,-4959684.91914874,6.7,669,6,"Neotropical",43,138.330602924419,148.606154173721
-5840465.84376785,-4959684.91914874,9.3,324,5,"Neotropical",42,133.853091708571,147.989600530476
-5727965.84376785,-4959684.91914874,6.1,221,8,"Neotropical",40,132.508942589,147.6516787045
-5615465.84376785,-4959684.91914874,10.8,233,5,"Neotropical",38,131.020910327895,146.260760236316
-5502965.84376785,-4959684.91914874,13.7,197,10,"Neotropical",48,131.206324072292,147.6672222225
12159534.1562322,-4959684.91914874,6.1,2563,80,"Australian",41,134.288158076829,137.919355916585
12272034.1562322,-4959684.91914874,11.8,560,35,"Australian",42,131.671548494048,136.18334126619
14409534.1562322,-4959684.91914874,3.5,1065,80,"Australian",14,139.4010635,139.19270105
-6177965.84376785,-4847184.91914874,11.3,1387,57,"Neotropical",36,127.623206784722,141.332521601944
-6065465.84376785,-4847184.91914874,9.4,1619,73,"Neotropical",40,140.0480361095,146.38455647925
-5952965.84376785,-4847184.91914874,8.1,606,5,"Neotropical",43,134.133798449302,149.66127562186
-5840465.84376785,-4847184.91914874,10.5,167,5,"Neotropical",42,132.240067896667,148.683546737619
-5727965.84376785,-4847184.91914874,11.1,177,5,"Neotropical",46,136.398714166522,151.74255716913
-5615465.84376785,-4847184.91914874,13.6,202,5,"Neotropical",62,133.136170249194,148.464631422097
-5502965.84376785,-4847184.91914874,15,291,6,"Neotropical",66,137.131287876818,150.39825364803
-5390465.84376785,-4847184.91914874,14.7,300,16,"Neotropical",68,136.680732570147,149.892133440294
-5277965.84376785,-4847184.91914874,14.6,387,8,"Neotropical",58,139.170446998621,151.660801402931
-6177965.84376785,-4734684.91914874,12.4,2005,73,"Neotropical",34,129.711862740294,140.314083878529
-6065465.84376785,-4734684.91914874,8.2,789,14,"Neotropical",44,144.563428448182,147.997615319773
-5952965.84376785,-4734684.91914874,13,173,5,"Neotropical",47,138.523204094894,153.174463357021
-5840465.84376785,-4734684.91914874,12.1,233,5,"Neotropical",48,134.350705242708,150.3417739225
-5727965.84376785,-4734684.91914874,14.8,218,13,"Neotropical",64,134.890355898906,149.454633104219
-5615465.84376785,-4734684.91914874,15.1,294,7,"Neotropical",74,135.854690689865,148.675514514054
-5502965.84376785,-4734684.91914874,15.5,270,14,"Neotropical",75,135.448831111333,148.656962961867
-5390465.84376785,-4734684.91914874,15.2,387,17,"Neotropical",66,138.20701908,149.685837820606
14972034.1562322,-4734684.91914874,11.8,1067,70,"Australian",13,143.988809123077,145.383490023077
-6290465.84376785,-4622184.91914874,12.9,1241,47,"Neotropical",38,125.782880111316,139.358710528158
-6177965.84376785,-4622184.91914874,11.7,1930,68,"Neotropical",37,140.337808804865,146.552479477568
-6065465.84376785,-4622184.91914874,3.5,542,8,"Neotropical",36,152.210254109444,154.582320986111
-5952965.84376785,-4622184.91914874,12.9,138,5,"Neotropical",44,135.687430130682,152.423347645
-5840465.84376785,-4622184.91914874,16.1,191,5,"Neotropical",63,133.721482656032,148.475344505873
-5727965.84376785,-4622184.91914874,15.3,268,5,"Neotropical",71,135.593275430141,149.534310380563
-5615465.84376785,-4622184.91914874,15.3,347,16,"Neotropical",80,135.889595372,148.938794443625
-5502965.84376785,-4622184.91914874,15.4,443,27,"Neotropical",73,137.001707762877,149.422517503562
-5390465.84376785,-4622184.91914874,15.4,537,11,"Neotropical",69,137.001675255217,149.964646270435
-5277965.84376785,-4622184.91914874,15.1,583,5,"Neotropical",50,135.0483259242,147.9478762994
15084534.1562322,-4622184.91914874,10.3,1602,0,"Australian",11,147.196734009091,147.821097636364
15197034.1562322,-4622184.91914874,14.5,1302,57,"Australian",15,134.389940746,140.700056782667
-6290465.84376785,-4509684.91914874,11.6,1238,65,"Neotropical",39,124.742061721795,138.030807220513
-6177965.84376785,-4509684.91914874,6.8,1259,46,"Neotropical",41,140.916028001707,146.423606140732
-6065465.84376785,-4509684.91914874,10.6,237,7,"Neotropical",39,144.491791068718,155.83278537641
-5952965.84376785,-4509684.91914874,16.4,229,7,"Neotropical",53,136.283424176415,149.918248078868
-5840465.84376785,-4509684.91914874,16,301,5,"Neotropical",65,131.512999999077,146.215119089077
-5727965.84376785,-4509684.91914874,15.8,364,25,"Neotropical",71,132.320127282958,146.441502868873
-5615465.84376785,-4509684.91914874,14.9,431,13,"Neotropical",77,135.204800385714,147.526935064675
-5502965.84376785,-4509684.91914874,14.9,573,9,"Neotropical",69,135.238862588116,149.923852389275
-5390465.84376785,-4509684.91914874,13.6,692,20,"Neotropical",57,134.475611436491,149.738805069649
-5277965.84376785,-4509684.91914874,13.9,787,17,"Neotropical",50,133.9105222216,149.1130548194
-5165465.84376785,-4509684.91914874,13.9,770,14,"Neotropical",51,135.04369353549,149.884788674314
-5052965.84376785,-4509684.91914874,13.8,803,14,"Neotropical",48,136.4257152775,150.363917441458
12272034.1562322,-4509684.91914874,13.7,738,7,"Australian",85,143.684657078118,150.550594331412
12384534.1562322,-4509684.91914874,13.8,590,11,"Australian",87,139.834234565977,147.639724134023
12497034.1562322,-4509684.91914874,14.8,553,11,"Australian",92,139.106189209022,146.158064007283
12609534.1562322,-4509684.91914874,13.9,975,80,"Australian",93,140.194923135914,146.085439662258
12722034.1562322,-4509684.91914874,14.8,640,80,"Australian",95,136.869472513263,144.071465104105
15197034.1562322,-4509684.91914874,13.3,1821,20,"Australian",8,139.209009275,140.7059490625
-6290465.84376785,-4397184.91914874,13.9,1157,39,"Neotropical",40,128.185462958,141.84552500125
-6177965.84376785,-4397184.91914874,7.5,781,5,"Neotropical",32,152.872700226875,156.333483794688
-6065465.84376785,-4397184.91914874,12.5,186,5,"Neotropical",42,138.410714280238,152.846573194762
-5952965.84376785,-4397184.91914874,14.5,346,5,"Neotropical",56,133.549298940357,148.058792329107
-5840465.84376785,-4397184.91914874,16.8,376,20,"Neotropical",70,134.754576190571,148.096267195571
-5727965.84376785,-4397184.91914874,15.5,515,21,"Neotropical",77,135.34584992987,147.757001924416
-5615465.84376785,-4397184.91914874,15.9,602,15,"Neotropical",72,136.044558130417,149.157009259167
-5502965.84376785,-4397184.91914874,15,745,6,"Neotropical",64,133.599131946406,149.905755208906
-5390465.84376785,-4397184.91914874,14.7,790,14,"Neotropical",56,135.99916733,150.167269181607
-5277965.84376785,-4397184.91914874,14,955,5,"Neotropical",53,134.716605869623,149.479293503585
-5165465.84376785,-4397184.91914874,14.5,912,9,"Neotropical",52,135.647630340577,150.225621797885
-5052965.84376785,-4397184.91914874,15,924,13,"Neotropical",57,138.938517868947,149.588789474912
12272034.1562322,-4397184.91914874,14.6,569,24,"Australian",89,144.089747810899,151.177955054719
12384534.1562322,-4397184.91914874,14.2,496,5,"Australian",89,142.780988762921,150.653775279438
12497034.1562322,-4397184.91914874,14,543,7,"Australian",86,141.241856588372,149.077415157791
12609534.1562322,-4397184.91914874,14.2,615,27,"Australian",90,142.413830451222,148.182897528444
12722034.1562322,-4397184.91914874,10.7,1098,7,"Australian",94,141.779550432447,147.29025847
12834534.1562322,-4397184.91914874,5.2,1379,80,"Australian",93,138.76798566172,145.350721622366
12947034.1562322,-4397184.91914874,10.6,889,57,"Australian",96,137.731695985208,144.402059409167
13059534.1562322,-4397184.91914874,15.7,759,77,"Australian",100,138.4083599978,144.8100422178
-6402965.84376785,-4284684.91914874,14,921,5,"Neotropical",37,125.776224218378,140.327052052703
-6290465.84376785,-4284684.91914874,14.6,1175,80,"Neotropical",44,138.185645619773,145.311344271591
-6177965.84376785,-4284684.91914874,4.9,456,5,"Neotropical",34,155.504488014706,159.658864917647
-6065465.84376785,-4284684.91914874,10.3,401,6,"Neotropical",54,135.45078669037,147.879037722778
-5952965.84376785,-4284684.91914874,15.6,440,12,"Neotropical",62,133.889265232903,147.557664874677
-5840465.84376785,-4284684.91914874,16.3,467,8,"Neotropical",73,134.633182651096,147.142612886164
-5727965.84376785,-4284684.91914874,15.8,658,28,"Neotropical",74,134.253465470135,148.052320819054
-5615465.84376785,-4284684.91914874,15.9,835,5,"Neotropical",69,139.237966722754,152.485453031449
-5502965.84376785,-4284684.91914874,15.5,873,7,"Neotropical",60,137.951167288,150.814556172833
-5390465.84376785,-4284684.91914874,15.3,947,15,"Neotropical",63,139.113338628254,151.375241621746
-5277965.84376785,-4284684.91914874,15.5,926,10,"Neotropical",63,139.201351560635,150.724352145079
-5165465.84376785,-4284684.91914874,15.7,935,7,"Neotropical",71,138.354409497465,149.078436620141
-5052965.84376785,-4284684.91914874,16,905,0,"Neotropical",72,137.765503086944,146.91461779875
12272034.1562322,-4284684.91914874,15.6,505,12,"Australian",96,144.128424380729,152.064508870521
12384534.1562322,-4284684.91914874,15.1,423,38,"Australian",104,144.000687676827,152.274651707211
12497034.1562322,-4284684.91914874,15.6,365,5,"Australian",98,144.046224866531,151.94725358949
12609534.1562322,-4284684.91914874,15.8,365,19,"Australian",89,144.533906783483,153.726433623483
12722034.1562322,-4284684.91914874,16,399,5,"Australian",93,143.886986858172,153.390228592258
12834534.1562322,-4284684.91914874,16,521,5,"Australian",99,143.883358024343,153.181396930909
12947034.1562322,-4284684.91914874,15.5,623,12,"Australian",98,143.287880573878,150.386430838061
13059534.1562322,-4284684.91914874,9.1,899,18,"Australian",87,138.446664962299,144.858804593448
13172034.1562322,-4284684.91914874,12.5,1057,76,"Australian",98,137.403248675306,144.135682157959
15309534.1562322,-4284684.91914874,15.5,1403,39,"Australian",11,142.108478127273,144.009999990909
-6290465.84376785,-4172184.91914874,13.5,1093,41,"Neotropical",47,142.263778564043,149.208884155745
-6177965.84376785,-4172184.91914874,8.6,337,5,"Neotropical",36,152.835828183611,157.661171806944
-6065465.84376785,-4172184.91914874,12.7,397,5,"Neotropical",60,134.222548147667,147.5094993805
-5952965.84376785,-4172184.91914874,16.7,393,23,"Neotropical",71,136.348666667746,148.081002608451
-5840465.84376785,-4172184.91914874,16.1,603,15,"Neotropical",71,136.346248307183,147.369390191268
-5727965.84376785,-4172184.91914874,16.4,697,5,"Neotropical",74,136.923358862162,148.611088087568
-5615465.84376785,-4172184.91914874,16.1,905,15,"Neotropical",67,136.615870650299,150.922201214478
-5502965.84376785,-4172184.91914874,15.8,945,11,"Neotropical",67,139.844053625224,150.86515699209
-5390465.84376785,-4172184.91914874,16,948,30,"Neotropical",67,140.546600336119,151.255690989403
-5277965.84376785,-4172184.91914874,16.2,1042,9,"Neotropical",87,136.514696468391,145.375174967011
10359534.1562322,-4172184.91914874,16.1,1074,57,"Australian",55,141.073449154727,147.707020875273
12384534.1562322,-4172184.91914874,16.2,320,5,"Australian",96,145.309424381667,154.833040505104
12497034.1562322,-4172184.91914874,16.5,318,5,"Australian",96,144.185494598021,153.327317512396
12609534.1562322,-4172184.91914874,16.6,329,9,"Australian",94,144.622130810745,154.573461383936
12722034.1562322,-4172184.91914874,16.8,315,7,"Australian",93,144.100571483978,154.447846671935
12834534.1562322,-4172184.91914874,16.9,390,5,"Australian",87,143.014247338161,153.677306936552
12947034.1562322,-4172184.91914874,16.8,424,16,"Australian",91,143.568294666044,153.825379321758
13059534.1562322,-4172184.91914874,15.3,611,8,"Australian",93,144.398071683333,151.636562325591
13172034.1562322,-4172184.91914874,14.1,738,5,"Australian",95,143.106523585053,149.724658866632
13284534.1562322,-4172184.91914874,12.5,1088,67,"Australian",108,137.632033605093,143.6666361425
-6402965.84376785,-4059684.91914874,14.8,520,20,"Neotropical",39,127.970620128718,141.472124408205
-6290465.84376785,-4059684.91914874,7.7,858,12,"Neotropical",39,147.373490978718,154.898946811795
-6177965.84376785,-4059684.91914874,9.8,360,5,"Neotropical",45,146.511755551111,154.049559667778
-6065465.84376785,-4059684.91914874,16.4,262,5,"Neotropical",69,137.967811597101,147.998023078261
-5952965.84376785,-4059684.91914874,17.1,468,40,"Neotropical",71,136.534623373521,146.767453311127
-5840465.84376785,-4059684.91914874,16.2,691,10,"Neotropical",76,136.931595521053,148.167711499737
-5727965.84376785,-4059684.91914874,17.1,771,14,"Neotropical",80,137.85469537375,149.422084260125
-5615465.84376785,-4059684.91914874,16.7,911,6,"Neotropical",74,139.078469472973,149.212284283243
-5502965.84376785,-4059684.91914874,16.4,929,27,"Neotropical",71,139.856416279296,150.210016170141
-5390465.84376785,-4059684.91914874,16.8,1008,45,"Neotropical",100,133.9065770386,144.4907118503
-5277965.84376785,-4059684.91914874,17.1,1200,63,"Neotropical",117,133.581110796838,142.62346596812
-5165465.84376785,-4059684.91914874,17,1078,11,"Neotropical",115,136.414214495043,143.901520448174
-5052965.84376785,-4059684.91914874,16.7,1158,14,"Neotropical",114,136.085213777632,143.590425923246
-4940465.84376785,-4059684.91914874,16,1040,21,"Neotropical",114,135.600861275439,142.799943467544
-4827965.84376785,-4059684.91914874,16.8,1043,23,"Neotropical",104,134.92219195375,142.0783575475
1697034.15623215,-4059684.91914874,15.7,876,34,"Afrotropical",83,136.840245426627,148.723500665783
1809534.15623215,-4059684.91914874,17.7,487,12,"Afrotropical",96,134.601255788958,147.597676307813
1922034.15623215,-4059684.91914874,17.7,420,12,"Afrotropical",99,135.045329218889,146.830406654242
2034534.15623215,-4059684.91914874,19,738,69,"Afrotropical",99,134.452287317879,146.735578745152
2147034.15623215,-4059684.91914874,18.3,1043,14,"Afrotropical",109,133.045797484862,146.180467544679
10359534.1562322,-4059684.91914874,14.9,836,53,"Australian",55,140.091601343818,146.516224242545
10472034.1562322,-4059684.91914874,14.6,526,5,"Australian",54,142.803752396852,149.342449248704
10584534.1562322,-4059684.91914874,15.4,411,5,"Australian",64,142.842050923438,149.123483219687
12159534.1562322,-4059684.91914874,17,322,5,"Australian",70,139.894814815143,148.214649209143
12272034.1562322,-4059684.91914874,16.7,395,3,"Australian",79,143.04028832443,152.904735581772
12384534.1562322,-4059684.91914874,13.6,537,12,"Australian",87,144.642416348391,154.786584926207
12497034.1562322,-4059684.91914874,17.1,269,10,"Australian",90,143.763727161222,153.636353906444
12609534.1562322,-4059684.91914874,17.8,266,5,"Australian",92,144.239719402609,153.230762476196
12722034.1562322,-4059684.91914874,17.5,288,15,"Australian",90,141.657707818333,151.943701642333
12834534.1562322,-4059684.91914874,17.8,303,5,"Australian",85,142.949758605294,154.014519822471
12947034.1562322,-4059684.91914874,17.7,362,6,"Australian",83,143.542849621084,153.338311465181
13059534.1562322,-4059684.91914874,17.2,434,7,"Australian",93,143.671018318817,152.890808838172
13172034.1562322,-4059684.91914874,16.6,503,5,"Australian",96,143.966653162604,152.132488425833
13284534.1562322,-4059684.91914874,13.3,883,5,"Australian",102,142.601074798824,149.307852938529
13397034.1562322,-4059684.91914874,12.9,1186,80,"Australian",103,139.665953971359,145.593827758155
-6402965.84376785,-3947184.91914874,16.7,280,11,"Neotropical",40,129.54981574,143.349765738
-6290465.84376785,-3947184.91914874,-7.2,250,9,"Neotropical",35,149.993084654857,154.795869834571
-6177965.84376785,-3947184.91914874,15.8,236,5,"Neotropical",51,138.829725489804,150.271974581372
-6065465.84376785,-3947184.91914874,18.2,280,5,"Neotropical",67,134.17121172194,144.89010115806
-5952965.84376785,-3947184.91914874,9.3,1129,5,"Neotropical",91,137.69933577967,148.795720388901
-5840465.84376785,-3947184.91914874,13.3,1050,23,"Neotropical",95,134.553930998632,146.382312668842
-5727965.84376785,-3947184.91914874,17.5,897,11,"Neotropical",85,135.248420918,146.914591720471
-5615465.84376785,-3947184.91914874,17.5,857,16,"Neotropical",81,137.418658439259,148.710374484938
-5502965.84376785,-3947184.91914874,17.3,952,30,"Neotropical",94,135.24391174383,145.843042551915
-5390465.84376785,-3947184.91914874,17.9,1024,13,"Neotropical",120,133.29346234775,142.160217590667
-5277965.84376785,-3947184.91914874,17.8,1035,18,"Neotropical",123,132.801457996179,142.04488105813
-5165465.84376785,-3947184.91914874,17.8,1120,10,"Neotropical",118,134.067360015169,141.363512866441
-5052965.84376785,-3947184.91914874,17.5,1169,12,"Neotropical",112,136.367088958571,143.223733793304
-4940465.84376785,-3947184.91914874,16.3,1421,11,"Neotropical",108,134.53947565463,141.499562068796
-4827965.84376785,-3947184.91914874,17.9,1206,36,"Neotropical",109,134.247529733028,140.982134214495
1697034.15623215,-3947184.91914874,18.2,482,24,"Afrotropical",82,138.70110569122,149.080761514634
1809534.15623215,-3947184.91914874,15.8,216,16,"Afrotropical",92,140.640511271522,150.605134862717
1922034.15623215,-3947184.91914874,17.4,193,0,"Afrotropical",92,140.552037841956,149.63774597163
2034534.15623215,-3947184.91914874,15.6,201,5,"Afrotropical",97,137.561270712887,148.862215727732
2147034.15623215,-3947184.91914874,16.6,247,5,"Afrotropical",104,132.984710825481,146.916043800192
2259534.15623215,-3947184.91914874,18.7,310,8,"Afrotropical",109,132.095946651743,146.104094115138
2372034.15623215,-3947184.91914874,17.5,475,16,"Afrotropical",132,132.602803590454,146.051623170758
2484534.15623215,-3947184.91914874,19.2,925,43,"Afrotropical",129,131.386253803876,144.72107492969
10472034.1562322,-3947184.91914874,15.9,657,5,"Australian",60,140.3988395035,147.052975310667
10584534.1562322,-3947184.91914874,16.1,371,5,"Australian",65,144.382969797231,151.319954417385
10697034.1562322,-3947184.91914874,16.5,342,7,"Australian",72,142.3968924875,148.644347222778
10809534.1562322,-3947184.91914874,16.9,330,33,"Australian",65,144.556279770923,151.438268946615
10922034.1562322,-3947184.91914874,16.9,339,5,"Australian",64,142.608278935625,149.595786460312
11034534.1562322,-3947184.91914874,16.6,383,41,"Australian",53,143.959588398491,147.973259960943
11147034.1562322,-3947184.91914874,16.9,365,26,"Australian",51,142.060796657255,145.819293394706
12159534.1562322,-3947184.91914874,17.1,345,6,"Australian",70,138.315421691714,150.953635448
12272034.1562322,-3947184.91914874,17,277,5,"Australian",75,138.5179027144,149.778255307733
12497034.1562322,-3947184.91914874,15.4,278,13,"Australian",83,142.847033469638,153.737099506988
12609534.1562322,-3947184.91914874,18,247,6,"Australian",76,141.575418615395,152.328315297105
12722034.1562322,-3947184.91914874,18.4,221,5,"Australian",79,142.422341771772,152.621948893418
12834534.1562322,-3947184.91914874,18.4,240,5,"Australian",83,142.421970994578,153.19909593506
12947034.1562322,-3947184.91914874,18.6,291,14,"Australian",83,142.791965640361,153.455779559157
13059534.1562322,-3947184.91914874,17.9,361,15,"Australian",86,141.841560293953,152.047321702093
13172034.1562322,-3947184.91914874,17.9,407,11,"Australian",88,143.32976431125,152.442352268977
13284534.1562322,-3947184.91914874,17,498,21,"Australian",98,144.157997354184,152.596915721224
13397034.1562322,-3947184.91914874,13.8,804,12,"Australian",97,143.159447497113,151.422835430206
13509534.1562322,-3947184.91914874,13.9,789,80,"Australian",102,138.646833331863,145.509590048235
13622034.1562322,-3947184.91914874,18.5,1059,26,"Australian",121,137.008464338099,143.400917658016
-6402965.84376785,-3834684.91914874,5.4,279,5,"Neotropical",40,138.2850425955,148.461908331
-6290465.84376785,-3834684.91914874,5.7,98,5,"Neotropical",38,145.982603311053,151.469272900263
-6177965.84376785,-3834684.91914874,18.2,125,5,"Neotropical",50,138.6962407408,148.763009631
-6065465.84376785,-3834684.91914874,18.6,444,4,"Neotropical",70,133.495433865286,144.815089945571
-5952965.84376785,-3834684.91914874,19,715,40,"Neotropical",108,137.395624146667,147.353436212315
-5840465.84376785,-3834684.91914874,14.8,749,9,"Neotropical",103,136.480642579126,145.949727434175
-5727965.84376785,-3834684.91914874,18,819,5,"Neotropical",93,137.365517723979,146.671475903871
-5615465.84376785,-3834684.91914874,17.8,939,15,"Neotropical",99,136.049865321616,146.145968573838
-5502965.84376785,-3834684.91914874,18.3,1009,7,"Neotropical",118,133.16038104322,142.746618955932
-5390465.84376785,-3834684.91914874,18,1117,45,"Neotropical",133,133.575224172105,142.46481091406
-5277965.84376785,-3834684.91914874,18.5,1189,25,"Neotropical",128,132.655449654297,141.145918111641
-5165465.84376785,-3834684.91914874,18.3,1104,5,"Neotropical",113,135.437813179292,142.278727955398
-5052965.84376785,-3834684.91914874,18,1174,7,"Neotropical",107,133.848751820187,141.294561782804
-4940465.84376785,-3834684.91914874,17.9,1168,35,"Neotropical",109,133.638831126147,140.20312605945
-4827965.84376785,-3834684.91914874,17.8,1176,53,"Neotropical",115,132.174988083652,138.999183571478
1697034.15623215,-3834684.91914874,17.5,312,5,"Afrotropical",81,138.235721079506,149.615449471235
1809534.15623215,-3834684.91914874,13,344,5,"Afrotropical",80,139.711247685,150.816585184625
1922034.15623215,-3834684.91914874,15,209,3,"Afrotropical",67,142.502694859105,154.139456607015
2034534.15623215,-3834684.91914874,13.2,266,5,"Afrotropical",73,143.268844746438,154.600929984521
2147034.15623215,-3834684.91914874,14.8,296,5,"Afrotropical",89,143.33092800382,153.587878898539
2259534.15623215,-3834684.91914874,14.3,330,5,"Afrotropical",96,139.775673608854,152.607615352188
2372034.15623215,-3834684.91914874,13.8,520,9,"Afrotropical",106,134.373532145472,147.68676170066
2484534.15623215,-3834684.91914874,16.2,633,5,"Afrotropical",119,131.477241205294,144.487530963361
2597034.15623215,-3834684.91914874,18.3,969,20,"Afrotropical",128,131.209513020156,145.288546578984
10584534.1562322,-3834684.91914874,17.3,432,5,"Australian",70,144.846518516571,152.203235450429
10697034.1562322,-3834684.91914874,17.9,321,5,"Australian",71,142.883842982113,150.217586333944
10809534.1562322,-3834684.91914874,17.5,325,41,"Australian",71,141.878916014366,149.797225874084
10922034.1562322,-3834684.91914874,18.1,262,13,"Australian",66,139.772950055303,148.733034230758
11034534.1562322,-3834684.91914874,17.8,284,35,"Australian",60,142.8264703685,148.686146297167
11147034.1562322,-3834684.91914874,17.8,265,27,"Australian",55,140.242101683273,149.726052527818
11259534.1562322,-3834684.91914874,18.1,216,9,"Australian",51,140.469601307451,149.231324618235
11372034.1562322,-3834684.91914874,18.3,230,5,"Australian",50,140.7900688896,150.8450222206
11484534.1562322,-3834684.91914874,18.1,291,5,"Australian",54,140.817805210741,150.889896432037
